F_PU10,F_PU11,L_T6,L_T7,P_J307,P_J317,S_PU10,S_PU11,ATTACK_FLAG
0.0,0.0,5.5,2.76,27.72,56.98,0.0,0.0,1
24.54,24.5,5.34,2.75,16.21,81.55,1.0,1.0,1
24.76,24.72,5.43,3.16,16.31,81.13,1.0,1.0,1
26.11,25.99,5.25,3.51,24.48,86.07,1.0,1.0,1
26.58,26.54,5.28,3.68,24.41,84.52,1.0,1.0,1
26.28,26.24,5.45,4.12,26.28,87.19,1.0,1.0,1
24.94,24.91,5.43,4.79,17.69,82.04,1.0,1.0,1
0.0,0.0,5.5,3.47,29.52,55.38,0.0,0.0,1
22.89,22.85,5.5,2.35,18.14,87.3,1.0,1.0,1
25.39,25.35,5.38,2.07,15.86,79.11,1.0,1.0,1
25.15,25.11,5.47,1.82,16.22,80.06,1.0,1.0,1
25.05,25.01,5.24,1.7,16.47,80.58,1.0,1.0,1
0.0,0.0,5.37,1.65,28.29,54.12,0.0,0.0,1
0.0,0.0,5.5,2.32,30.26,56.87,0.0,0.0,1
24.97,24.94,5.34,2.83,23.24,87.53,1.0,1.0,1
24.75,24.71,5.21,3.69,23.77,88.61,1.0,1.0,1
0.0,0.0,5.29,4.97,30.42,57.7,0.0,0.0,1
0.0,0.0,5.38,3.91,30.4,57.51,0.0,0.0,1
23.35,23.32,5.27,2.49,15.2,83.32,1.0,1.0,1
23.95,23.92,5.14,3.07,14.8,81.54,1.0,1.0,1
24.42,24.33,5.21,3.31,13.81,79.59,1.0,1.0,1
0.0,0.0,5.38,2.69,24.55,54.26,0.0,0.0,1
0.0,0.0,5.48,2.83,28.66,54.25,0.0,0.0,1
22.75,22.72,5.5,2.81,22.24,91.69,1.0,1.0,1
25.01,24.97,5.43,2.84,22.47,86.66,1.0,1.0,1
25.87,25.83,5.41,3.14,22.52,84.53,1.0,1.0,1
24.59,24.56,5.4,2.98,13.64,78.86,1.0,1.0,1
24.25,24.21,5.23,3.64,14.8,80.84,1.0,1.0,1
0.0,0.0,5.38,4.19,25.47,54.99,0.0,0.0,1
0.0,0.0,5.39,4.53,25.33,55.84,0.0,0.0,1
0.0,0.0,5.39,4.46,25.56,55.73,0.0,0.0,1
0.0,0.0,5.39,2.68,29.03,52.79,0.0,0.0,1
0.0,0.0,5.5,2.31,29.16,52.01,0.0,0.0,1
25.93,25.89,5.49,2.24,22.21,84.05,1.0,1.0,0
23.6,23.57,5.5,2.59,14.26,81.81,1.0,1.0,0
22.31,22.27,5.5,2.84,15.31,85.72,1.0,1.0,0
24.63,24.59,5.38,0.43,14.51,79.65,1.0,1.0,0
21.56,21.53,5.5,1.71,16.34,88.28,1.0,1.0,0
28.99,0.0,5.5,3.15,20.13,73.3,1.0,0.0,0
28.43,0.0,5.5,4.08,20.86,75.71,1.0,0.0,0
0.0,0.0,5.41,4.39,30.37,60.94,0.0,0.0,0
0.0,0.0,5.18,3.46,30.26,60.18,0.0,0.0,0
0.0,0.0,4.93,2.56,33.39,60.22,0.0,0.0,0
32.76,0.0,5.31,3.72,29.04,69.59,1.0,0.0,0
32.26,0.0,5.5,4.06,29.45,71.81,1.0,0.0,0
29.98,0.0,5.5,4.27,21.3,71.36,1.0,0.0,0
30.74,0.0,5.5,4.66,21.71,69.28,1.0,0.0,0
30.5,0.0,5.5,4.48,22.23,70.6,1.0,0.0,0
30.77,0.0,5.5,4.65,23.36,70.85,1.0,0.0,0
0.0,0.0,5.5,4.81,28.64,57.53,0.0,0.0,0
0.0,0.0,5.09,2.88,35.22,57.49,0.0,0.0,0
32.78,0.0,5.22,2.89,28.53,69.03,1.0,0.0,0
32.68,0.0,5.46,3.18,28.53,69.36,1.0,0.0,0
30.06,0.0,5.5,3.71,21.89,71.71,1.0,0.0,0
30.06,0.0,5.5,4.25,21.82,71.61,1.0,0.0,0
30.42,0.0,5.5,4.67,21.42,70.07,1.0,0.0,0
29.65,0.0,5.5,4.69,21.33,72.44,1.0,0.0,0
0.0,0.0,5.22,3.47,27.36,52.42,0.0,0.0,0
31.17,0.0,4.95,2.0,20.73,66.86,1.0,0.0,0
31.17,0.0,5.11,2.06,20.45,66.58,1.0,0.0,0
32.86,0.0,5.22,1.98,27.65,67.83,1.0,0.0,0
32.28,0.0,5.4,2.12,27.9,70.17,1.0,0.0,0
31.14,0.0,5.5,3.07,28.21,74.44,1.0,0.0,0
30.69,0.0,5.5,4.0,28.51,76.25,1.0,0.0,0
0.0,0.0,5.43,4.46,32.57,60.35,0.0,0.0,0
0.0,0.0,5.16,3.32,28.11,58.86,0.0,0.0,0
31.31,0.0,5.07,2.74,23.64,69.32,1.0,0.0,0
31.05,0.0,5.36,3.28,23.78,70.32,1.0,0.0,0
30.61,0.0,5.5,4.13,22.7,70.72,1.0,0.0,0
32.04,0.0,5.5,4.38,29.18,72.31,1.0,0.0,0
32.01,0.0,5.5,4.73,29.08,72.33,1.0,0.0,0
0.0,0.0,5.17,3.24,32.45,55.89,0.0,0.0,0
33.14,0.0,5.14,2.62,29.48,68.65,1.0,0.0,0
31.38,0.0,5.34,2.75,22.05,67.49,1.0,0.0,0
30.51,0.0,5.5,2.77,19.74,68.1,1.0,0.0,0
29.61,0.0,5.5,3.27,19.79,71.02,1.0,0.0,0
29.83,0.0,5.5,3.79,19.3,69.84,1.0,0.0,0
29.65,0.0,5.5,4.01,19.5,70.61,1.0,0.0,0
30.95,0.0,5.5,4.37,26.51,73.41,1.0,0.0,0
0.0,0.0,5.41,4.42,29.18,56.93,0.0,0.0,0
0.0,0.0,5.0,2.51,29.47,55.62,0.0,0.0,0
32.43,0.0,5.05,2.21,24.87,66.6,1.0,0.0,0
30.42,0.0,5.07,1.86,16.72,65.37,1.0,0.0,0
30.43,0.0,4.99,1.36,17.19,65.78,1.0,0.0,0
30.62,0.0,5.07,1.29,19.3,67.27,1.0,0.0,0
30.3,0.0,5.28,1.67,19.6,68.64,1.0,0.0,0
28.94,0.0,5.5,2.38,20.04,73.37,1.0,0.0,0
28.34,0.0,5.5,3.42,20.54,75.68,1.0,0.0,0
29.34,0.0,5.5,4.7,27.43,79.51,1.0,0.0,0
0.0,0.0,5.35,4.28,30.65,61.02,0.0,0.0,0
0.0,0.0,5.13,3.42,30.45,59.67,0.0,0.0,0
32.16,0.0,4.85,2.37,27.3,70.03,1.0,0.0,0
32.26,0.0,5.18,3.06,27.62,69.97,1.0,0.0,0
32.94,0.0,5.48,3.6,29.33,69.21,1.0,0.0,0
30.47,0.0,5.5,3.91,21.64,70.12,1.0,0.0,0
30.6,0.0,5.5,4.09,21.72,69.76,1.0,0.0,0
30.34,0.0,5.5,4.16,21.71,70.62,1.0,0.0,0
30.4,0.0,5.5,4.4,21.96,70.67,1.0,0.0,0
30.54,0.0,5.5,4.61,22.16,70.42,1.0,0.0,0
30.73,0.0,5.5,4.71,22.25,69.87,1.0,0.0,0
30.41,0.0,5.5,4.66,20.79,69.45,1.0,0.0,0
30.72,0.0,5.5,4.55,20.75,68.41,1.0,0.0,0
32.22,0.0,5.5,4.3,27.47,69.96,1.0,0.0,0
32.01,0.0,5.5,4.21,27.72,70.94,1.0,0.0,0
32.3,0.0,5.5,4.35,27.6,69.81,1.0,0.0,0
30.32,0.0,5.5,4.09,20.46,69.41,1.0,0.0,0
30.48,0.0,5.5,4.11,20.55,68.98,1.0,0.0,0
30.12,0.0,5.5,4.01,20.57,70.19,1.0,0.0,0
29.85,0.0,5.5,4.22,20.82,71.29,1.0,0.0,0
29.25,0.0,5.5,4.62,21.34,73.71,1.0,0.0,0
0.0,0.0,5.27,3.7,26.99,58.6,0.0,0.0,0
32.11,0.0,4.93,2.29,27.91,70.82,1.0,0.0,0
31.63,0.0,5.29,3.15,28.51,73.06,1.0,0.0,0
31.12,0.0,5.5,4.51,28.61,74.91,1.0,0.0,0
0.0,0.0,5.29,3.8,31.38,59.46,0.0,0.0,0
0.0,0.0,4.99,2.59,31.12,58.23,0.0,0.0,0
30.86,0.0,5.15,2.8,23.12,70.31,1.0,0.0,0
31.38,0.0,5.49,3.57,22.23,67.67,1.0,0.0,0
30.92,0.0,5.5,3.57,22.8,69.78,1.0,0.0,0
30.46,0.0,5.5,3.71,23.19,71.68,1.0,0.0,0
31.69,0.0,5.5,4.21,24.05,68.43,1.0,0.0,0
29.77,0.0,5.5,3.83,22.8,73.54,1.0,0.0,0
31.75,0.0,5.5,4.71,29.36,73.51,1.0,0.0,0
0.0,0.0,5.18,3.3,32.79,55.0,0.0,0.0,0
32.55,0.0,5.04,2.27,27.34,68.65,1.0,0.0,0
32.32,0.0,5.28,2.61,26.8,68.92,1.0,0.0,0
30.68,0.0,5.5,2.89,20.14,67.91,1.0,0.0,0
30.22,0.0,5.5,3.28,19.99,69.28,1.0,0.0,0
29.83,0.0,5.5,3.43,19.37,69.93,1.0,0.0,0
30.42,0.0,5.5,3.73,18.11,66.74,1.0,0.0,0
30.38,0.0,5.5,3.2,17.86,66.61,1.0,0.0,0
30.05,0.0,5.5,2.92,18.35,68.19,1.0,0.0,0
30.01,0.0,5.5,2.95,18.59,68.55,1.0,0.0,0
30.69,0.0,5.5,3.1,26.27,74.03,1.0,0.0,0
30.13,0.0,5.5,4.01,26.39,75.96,1.0,0.0,0
0.0,0.0,5.43,4.51,29.7,59.9,0.0,0.0,0
0.0,0.0,5.14,3.24,29.99,61.07,0.0,0.0,0
0.0,0.0,4.96,2.9,30.59,59.36,0.0,0.0,0
30.49,0.0,5.08,3.08,20.86,69.26,1.0,0.0,0
30.4,0.0,5.37,3.61,20.15,68.86,1.0,0.0,0
29.45,0.0,5.5,4.07,20.34,72.07,1.0,0.0,0
30.03,0.0,5.5,4.65,20.14,70.05,1.0,0.0,0
30.29,0.0,5.5,4.71,19.98,69.06,1.0,0.0,0
29.89,0.0,5.5,4.52,20.16,70.51,1.0,0.0,0
30.58,0.0,5.5,4.78,26.9,75.03,1.0,0.0,0
0.0,0.0,5.2,3.43,30.36,57.49,0.0,0.0,0
32.4,0.0,4.98,2.33,26.99,68.86,1.0,0.0,0
32.6,0.0,5.24,2.73,27.21,68.33,1.0,0.0,0
30.65,0.0,5.43,2.83,20.36,68.23,1.0,0.0,0
30.17,0.0,5.5,3.28,20.42,69.86,1.0,0.0,0
29.9,0.0,5.5,3.57,21.73,72.04,1.0,0.0,0
30.93,0.0,5.5,4.19,21.3,68.25,1.0,0.0,0
30.54,0.0,5.5,3.86,22.16,70.39,1.0,0.0,0
30.68,0.0,5.5,4.1,21.44,69.24,1.0,0.0,0
32.86,0.0,5.5,4.08,29.45,69.64,1.0,0.0,0
32.67,0.0,5.5,3.91,29.9,70.76,1.0,0.0,0
32.2,0.0,5.5,4.01,30.06,72.62,1.0,0.0,0
30.85,0.0,5.5,4.43,23.36,70.55,1.0,0.0,0
29.52,0.0,5.5,4.54,22.43,73.96,1.0,0.0,0
0.0,0.0,5.35,4.21,28.35,59.78,0.0,0.0,0
0.0,0.0,5.06,2.98,28.66,59.1,0.0,0.0,0
32.46,0.0,5.08,2.83,29.32,70.97,1.0,0.0,0
32.51,0.0,5.44,3.6,29.35,70.82,1.0,0.0,0
31.97,0.0,5.5,4.46,29.09,72.47,1.0,0.0,0
0.0,0.0,5.5,4.83,32.15,59.49,0.0,0.0,0
0.0,0.0,5.17,3.33,31.24,56.63,0.0,0.0,0
31.02,0.0,5.07,2.53,19.92,66.58,1.0,0.0,0
30.78,0.0,5.17,2.34,19.65,67.1,1.0,0.0,0
30.68,0.0,5.33,2.42,19.35,67.14,1.0,0.0,0
30.26,0.0,5.48,2.49,19.06,68.22,1.0,0.0,0
30.19,0.0,5.5,3.1,19.54,68.93,1.0,0.0,0
29.43,0.0,5.5,3.24,19.36,71.16,1.0,0.0,0
29.65,0.0,5.5,3.8,19.17,70.28,1.0,0.0,0
30.83,0.0,5.5,4.18,25.91,73.19,1.0,0.0,0
0.0,0.0,5.5,4.8,28.78,57.58,0.0,0.0,0
0.0,0.0,5.09,2.89,28.77,57.02,0.0,0.0,0
30.22,0.0,5.19,2.79,18.22,67.52,1.0,0.0,0
30.71,0.0,5.38,2.96,18.92,66.59,1.0,0.0,0
30.72,0.0,5.45,2.65,18.91,66.56,1.0,0.0,0
30.74,0.0,5.5,2.44,18.71,66.3,1.0,0.0,0
30.54,0.0,5.5,2.08,19.15,67.41,1.0,0.0,0
28.91,0.0,5.5,2.53,19.62,73.04,1.0,0.0,0
29.05,0.0,5.5,3.51,19.94,72.93,1.0,0.0,0
30.15,0.0,5.5,4.4,26.86,76.38,1.0,0.0,0
0.0,0.0,5.33,4.01,30.15,60.66,0.0,0.0,0
0.0,0.0,5.09,3.1,31.13,58.85,0.0,0.0,0
32.98,0.0,5.12,2.91,30.14,69.87,1.0,0.0,0
32.47,0.0,5.41,3.38,29.73,71.31,1.0,0.0,0
30.5,0.0,5.5,4.34,21.84,70.23,1.0,0.0,0
30.39,0.0,5.5,4.46,22.12,70.86,1.0,0.0,0
30.45,0.0,5.5,4.69,22.38,70.92,1.0,0.0,0
0.0,0.0,5.32,3.94,29.79,56.39,0.0,0.0,0
30.86,0.0,5.05,2.52,22.46,69.64,1.0,0.0,0
31.21,0.0,5.37,3.21,22.9,68.89,1.0,0.0,0
32.41,0.0,5.5,3.7,28.55,70.37,1.0,0.0,0
31.69,0.0,5.5,3.8,28.79,73.13,1.0,0.0,0
31.88,0.0,5.5,4.4,28.78,72.46,1.0,0.0,0
31.35,0.0,5.5,4.79,28.84,74.37,1.0,0.0,0
0.0,0.0,5.15,3.16,28.09,56.66,0.0,0.0,0
31.37,0.0,5.13,2.64,21.34,66.79,1.0,0.0,0
30.86,0.0,5.24,2.45,21.23,68.42,1.0,0.0,0
31.27,0.0,5.48,2.87,20.79,66.6,1.0,0.0,0
30.79,0.0,5.5,2.52,21.25,68.67,1.0,0.0,0
30.87,0.0,5.5,2.67,20.96,68.12,1.0,0.0,0
31.32,0.0,5.5,2.73,27.84,73.45,1.0,0.0,0
30.45,0.0,5.5,3.56,28.01,76.54,1.0,0.0,0
30.6,0.0,5.5,4.75,28.34,76.39,1.0,0.0,0
0.0,0.0,5.29,3.99,32.23,59.8,0.0,0.0,0
0.0,0.0,5.0,2.82,28.65,58.8,0.0,0.0,0
30.56,0.0,5.16,3.05,23.9,72.07,1.0,0.0,0
29.25,0.0,5.5,4.21,24.67,77.03,1.0,0.0,0
0.0,0.0,5.38,4.24,32.61,57.9,0.0,0.0,0
0.0,0.0,5.01,2.56,32.72,54.93,0.0,0.0,0
33.42,0.0,5.19,2.62,29.31,67.42,1.0,0.0,0
33.19,0.0,5.31,2.39,29.31,68.3,1.0,0.0,0
31.33,0.0,5.49,2.49,22.24,67.82,1.0,0.0,0
30.41,0.0,5.5,2.85,22.68,71.34,1.0,0.0,0
30.1,0.0,5.5,3.43,21.78,71.47,1.0,0.0,0
29.86,0.0,5.5,3.93,19.78,70.22,1.0,0.0,0
29.56,0.0,5.5,4.18,19.46,70.88,1.0,0.0,0
29.46,0.0,5.5,4.54,19.66,71.39,1.0,0.0,0
0.0,0.0,5.38,4.23,29.66,57.91,0.0,0.0,0
0.0,0.0,5.01,2.55,30.09,56.46,0.0,0.0,0
32.42,0.0,5.24,2.84,25.5,67.27,1.0,0.0,0
32.27,0.0,5.35,2.63,26.05,68.36,1.0,0.0,0
30.0,0.0,5.5,2.79,17.29,67.27,1.0,0.0,0
30.17,0.0,5.5,2.65,17.73,67.18,1.0,0.0,0
30.27,0.0,5.5,2.5,19.17,68.3,1.0,0.0,0
30.01,0.0,5.5,2.62,19.27,69.25,1.0,0.0,0
29.21,0.0,5.5,2.92,19.8,72.27,1.0,0.0,0
28.91,0.0,5.5,3.72,19.97,73.39,1.0,0.0,0
29.97,0.0,5.5,4.65,26.36,76.47,1.0,0.0,0
0.0,0.0,5.27,3.74,30.43,60.02,0.0,0.0,0
0.0,0.0,5.0,2.7,30.66,57.83,0.0,0.0,0
32.1,0.0,5.21,3.02,26.87,69.77,1.0,0.0,0
31.01,0.0,5.5,3.54,27.2,73.88,1.0,0.0,0
29.78,0.0,5.5,4.31,20.29,71.0,1.0,0.0,0
29.78,0.0,5.5,4.64,20.21,70.91,1.0,0.0,0
0.0,0.0,5.35,4.07,27.43,55.2,0.0,0.0,0
31.03,0.0,5.03,2.41,21.14,67.77,1.0,0.0,0
31.06,0.0,5.24,2.66,20.99,67.48,1.0,0.0,0
31.05,0.0,5.42,2.74,21.55,68.08,1.0,0.0,0
31.97,0.0,5.5,3.12,30.03,73.42,1.0,0.0,0
31.94,0.0,5.5,3.84,30.25,73.72,1.0,0.0,0
31.3,0.0,5.5,4.5,28.3,74.0,1.0,0.0,0
0.0,0.0,5.31,3.88,31.33,56.68,0.0,0.0,0
30.89,0.0,5.05,2.53,21.44,68.51,1.0,0.0,0
31.02,0.0,5.31,2.96,21.35,67.99,1.0,0.0,0
30.23,0.0,5.5,3.14,21.06,70.31,1.0,0.0,0
30.75,0.0,5.5,3.52,20.63,68.19,1.0,0.0,0
30.82,0.0,5.5,3.35,20.06,67.39,1.0,0.0,0
30.82,0.0,5.5,3.02,20.32,67.64,1.0,0.0,0
29.5,0.0,5.5,2.84,21.03,72.61,1.0,0.0,0
30.44,0.0,5.5,3.69,27.81,76.37,1.0,0.0,0
0.0,0.0,5.5,4.84,30.86,60.73,0.0,0.0,0
0.0,0.0,5.24,3.67,31.5,60.49,0.0,0.0,0
0.0,0.0,5.0,2.81,32.34,59.79,0.0,0.0,0
31.91,0.0,5.16,3.2,29.37,72.95,1.0,0.0,0
31.01,0.0,5.5,4.42,32.07,78.76,1.0,0.0,0
0.0,0.0,5.36,4.28,30.73,59.51,0.0,0.0,0
0.0,0.0,5.05,2.96,28.91,57.46,0.0,0.0,0
31.64,0.0,5.0,2.42,22.19,66.7,1.0,0.0,0
31.47,0.0,5.11,2.23,22.0,67.12,1.0,0.0,0
31.43,0.0,5.26,2.27,21.74,66.99,1.0,0.0,0
33.06,0.0,5.41,2.28,28.69,68.15,1.0,0.0,0
32.57,0.0,5.5,2.51,28.72,69.95,1.0,0.0,0
32.43,0.0,5.5,2.74,28.76,70.51,1.0,0.0,0
30.52,0.0,5.5,2.97,18.44,66.75,1.0,0.0,0
30.26,0.0,5.5,2.62,18.22,67.38,1.0,0.0,0
30.16,0.0,5.5,2.51,17.8,67.29,1.0,0.0,0
30.11,0.0,5.5,2.43,17.29,66.92,1.0,0.0,0
30.22,0.0,5.5,2.28,17.56,66.85,1.0,0.0,0
29.91,0.0,5.5,2.14,17.39,67.68,1.0,0.0,0
29.71,0.0,5.5,2.24,17.25,68.19,1.0,0.0,0
30.83,0.0,5.5,2.48,18.96,66.24,1.0,0.0,0
30.65,0.0,5.49,2.1,18.96,66.85,1.0,0.0,0
31.54,0.0,5.5,2.33,25.44,70.32,1.0,0.0,0
31.59,0.0,5.5,2.74,25.53,70.24,1.0,0.0,0
30.69,0.0,5.5,3.06,26.13,73.9,1.0,0.0,0
29.92,0.0,5.5,3.95,26.34,76.59,1.0,0.0,0
0.0,0.0,5.44,4.55,26.39,60.7,0.0,0.0,0
0.0,0.0,5.19,3.49,26.53,60.18,0.0,0.0,0
0.0,0.0,4.94,2.59,26.25,57.63,0.0,0.0,0
30.41,0.0,5.05,2.61,20.28,68.95,1.0,0.0,0
32.22,0.0,5.35,3.22,26.14,68.62,1.0,0.0,0
31.81,0.0,5.5,3.45,26.76,70.71,1.0,0.0,0
0.0,0.0,5.5,4.07,26.58,72.23,0.0,0.0,0
31.03,0.0,5.2,2.41,30.18,56.26,1.0,0.0,0
31.06,0.0,4.77,2.66,26.23,52.59,1.0,0.0,0
31.05,0.0,5.02,2.74,26.16,55.36,1.0,0.0,0
31.97,0.0,5.09,3.12,15.44,81.62,1.0,0.0,0
31.94,0.0,5.15,3.84,15.21,80.66,1.0,0.0,0
31.3,0.0,5.17,4.5,15.29,81.41,1.0,0.0,0
0.0,0.0,5.27,3.88,15.23,81.18,0.0,0.0,0
30.89,0.0,5.5,2.53,24.0,91.16,1.0,0.0,0
31.02,0.0,5.4,2.96,23.76,84.53,1.0,0.0,0
30.23,0.0,5.4,3.14,24.28,84.7,1.0,0.0,0
30.75,0.0,5.26,3.52,15.45,79.4,1.0,0.0,0
30.82,0.0,5.37,3.35,28.57,53.23,1.0,0.0,0
30.82,0.0,5.37,3.02,28.45,54.49,1.0,0.0,0
29.5,0.0,5.5,2.84,29.21,55.99,1.0,0.0,0
30.44,0.0,5.3,3.69,17.4,80.25,1.0,0.0,0
0.0,0.0,5.36,4.84,30.39,57.32,0.0,0.0,0
0.0,0.0,5.36,3.67,28.11,57.74,0.0,0.0,0
0.0,0.0,5.48,2.81,32.25,58.48,0.0,0.0,0
31.91,0.0,5.15,3.2,25.84,90.46,1.0,0.0,0
31.01,0.0,5.09,4.42,32.41,57.39,1.0,0.0,0
0.0,0.0,5.5,4.28,26.05,93.73,0.0,0.0,0
0.0,0.0,5.5,2.96,29.03,72.88,0.0,0.0,0
31.64,0.0,5.5,2.42,21.07,67.9,1.0,0.0,0
30.39,0.0,5.5,3.47,21.85,70.59,1.0,0.0,0
30.35,0.0,5.5,3.83,21.47,70.32,1.0,0.0,0
30.29,0.0,5.5,4.08,21.65,70.71,1.0,0.0,0
29.94,0.0,5.5,4.36,21.65,71.84,1.0,0.0,0
0.0,0.0,5.49,4.76,27.45,57.05,0.0,0.0,0
0.0,0.0,5.08,2.82,31.28,55.98,0.0,0.0,0
33.04,0.0,5.2,2.7,28.18,67.71,1.0,0.0,0
32.76,0.0,5.35,2.61,28.33,68.87,1.0,0.0,0
30.4,0.0,5.5,3.02,23.11,71.83,1.0,0.0,0
31.14,0.0,5.5,3.65,23.3,69.53,1.0,0.0,0
30.9,0.0,5.5,3.71,22.81,69.86,1.0,0.0,0
30.91,0.0,5.5,3.84,21.58,68.6,1.0,0.0,0
30.83,0.0,5.5,3.68,21.36,68.63,1.0,0.0,0
30.24,0.0,5.5,3.56,21.88,71.09,1.0,0.0,0
30.61,0.0,5.5,4.0,22.17,70.19,1.0,0.0,0
29.09,0.0,5.5,4.15,20.17,73.05,1.0,0.0,0
0.0,0.0,5.5,5.0,30.38,60.42,0.0,0.0,0
0.0,0.0,5.23,3.74,30.39,59.8,0.0,0.0,0
0.0,0.0,4.95,2.64,30.56,59.74,0.0,0.0,0
31.84,0.0,5.25,3.44,27.86,71.71,1.0,0.0,0
29.58,0.0,5.5,4.43,27.65,79.0,1.0,0.0,0
0.0,0.0,5.36,4.25,26.2,58.9,0.0,0.0,0
0.0,0.0,5.03,2.79,25.49,53.98,0.0,0.0,0
30.65,0.0,4.98,2.11,18.66,66.53,1.0,0.0,0
30.66,0.0,5.11,2.08,18.43,66.26,1.0,0.0,0
30.58,0.0,5.19,1.93,18.57,66.69,1.0,0.0,0
30.32,0.0,5.33,2.0,18.14,67.11,1.0,0.0,0
30.96,0.0,5.5,2.22,26.13,72.99,1.0,0.0,0
31.48,0.0,5.5,3.08,25.95,71.03,1.0,0.0,0
31.46,0.0,5.5,3.49,26.36,71.52,1.0,0.0,0
31.38,0.0,5.5,3.91,26.23,71.66,1.0,0.0,0
28.98,0.0,5.5,4.24,19.96,73.15,1.0,0.0,0
0.0,0.0,5.42,4.43,25.68,57.82,0.0,0.0,0
0.0,0.0,5.04,2.69,25.66,57.6,0.0,0.0,0
30.59,0.0,5.15,2.68,19.44,67.52,1.0,0.0,0
30.74,0.0,5.34,2.83,19.27,66.84,1.0,0.0,0
30.79,0.0,5.45,2.67,19.11,66.53,1.0,0.0,0
31.87,0.0,5.5,2.45,25.87,69.58,1.0,0.0,0
31.9,0.0,5.5,2.68,26.21,69.85,1.0,0.0,0
31.33,0.0,5.5,2.92,26.59,72.19,1.0,0.0,0
30.9,0.0,5.5,3.54,27.02,74.05,1.0,0.0,0
28.56,0.0,5.5,4.32,21.11,75.59,1.0,0.0,0
0.0,0.0,5.36,4.16,26.79,60.32,0.0,0.0,0
0.0,0.0,5.1,3.1,26.92,59.29,0.0,0.0,0
32.81,0.0,5.1,2.87,30.04,70.41,1.0,0.0,0
32.63,0.0,5.42,3.48,28.98,70.0,1.0,0.0,0
32.9,0.0,5.5,4.11,30.31,70.36,1.0,0.0,0
32.63,0.0,5.5,4.08,29.95,70.97,1.0,0.0,0
30.72,0.0,5.5,4.17,22.18,69.84,1.0,0.0,0
29.99,0.0,5.5,4.23,22.66,72.69,1.0,0.0,0
0.0,0.0,5.5,4.84,30.06,55.27,0.0,0.0,0
31.56,0.0,5.0,2.5,23.42,68.22,1.0,0.0,0
31.43,0.0,5.23,2.78,21.96,67.23,1.0,0.0,0
30.52,0.0,5.36,2.68,19.08,67.38,1.0,0.0,0
29.58,0.0,5.5,2.81,19.3,70.62,1.0,0.0,0
31.41,0.0,5.5,3.46,26.53,71.87,1.0,0.0,0
31.33,0.0,5.5,3.94,26.36,71.97,1.0,0.0,0
30.77,0.0,5.5,4.37,26.32,73.8,1.0,0.0,0
0.0,0.0,5.37,4.17,25.21,57.66,0.0,0.0,0
30.66,0.0,4.99,2.46,17.98,65.9,1.0,0.0,0
30.49,0.0,5.01,2.05,17.68,66.09,1.0,0.0,0
30.47,0.0,5.14,2.02,17.75,66.23,1.0,0.0,0
30.63,0.0,5.23,1.91,19.21,67.14,1.0,0.0,0
30.5,0.0,5.4,2.12,19.55,67.94,1.0,0.0,0
29.05,0.0,5.5,2.63,19.99,72.97,1.0,0.0,0
29.68,0.0,5.5,3.61,26.59,77.59,1.0,0.0,0
0.0,0.0,5.49,4.84,30.53,61.37,0.0,0.0,0
0.0,0.0,5.28,3.91,30.12,60.7,0.0,0.0,0
0.0,0.0,5.05,3.05,30.24,58.62,0.0,0.0,0
32.22,0.0,5.1,2.91,26.99,69.49,1.0,0.0,0
30.58,0.0,5.38,3.37,19.89,68.01,1.0,0.0,0
30.11,0.0,5.5,3.58,19.78,69.42,1.0,0.0,0
29.76,0.0,5.5,3.73,19.97,70.74,1.0,0.0,0
29.84,0.0,5.5,4.12,19.91,70.43,1.0,0.0,0
30.62,0.0,5.5,4.38,19.82,67.81,1.0,0.0,0
30.11,0.0,5.5,3.93,20.47,70.12,1.0,0.0,0
31.37,0.0,5.5,4.17,26.51,71.98,1.0,0.0,0
31.06,0.0,5.5,4.56,27.12,73.64,1.0,0.0,0
0.0,0.0,5.28,3.77,30.09,58.34,0.0,0.0,0
32.72,0.0,4.93,2.28,27.33,68.04,1.0,0.0,0
30.95,0.0,5.13,2.42,21.57,68.46,1.0,0.0,0
30.96,0.0,5.38,2.85,21.55,68.39,1.0,0.0,0
30.46,0.0,5.5,3.27,21.56,70.07,1.0,0.0,0
30.82,0.0,5.5,3.57,21.52,68.84,1.0,0.0,0
30.78,0.0,5.5,3.53,21.36,68.8,1.0,0.0,0
30.86,0.0,5.5,3.49,21.98,69.16,1.0,0.0,0
30.6,0.0,5.5,3.53,22.6,70.63,1.0,0.0,0
31.59,0.0,5.5,3.95,31.45,76.16,1.0,0.0,0
0.0,0.0,5.47,4.64,31.54,59.74,0.0,0.0,0
0.0,0.0,5.17,3.3,31.95,59.2,0.0,0.0,0
32.07,0.0,5.03,2.64,29.14,72.15,1.0,0.0,0
32.26,0.0,5.44,3.69,29.44,71.77,1.0,0.0,0
29.5,0.0,5.5,4.72,22.62,74.21,1.0,0.0,0
0.0,0.0,5.22,3.52,28.66,58.15,0.0,0.0,0
31.43,0.0,5.07,2.65,22.09,67.35,1.0,0.0,0
31.02,0.0,5.23,2.66,21.71,68.36,1.0,0.0,0
31.27,0.0,5.47,3.0,21.54,67.33,1.0,0.0,0
31.91,0.0,5.5,3.04,28.65,72.24,1.0,0.0,0
32.54,0.0,5.5,3.61,28.71,70.05,1.0,0.0,0
31.22,0.0,5.5,3.65,28.82,74.79,1.0,0.0,0
